Word,Time_s,F1_Hz,F2_Hz,F3_Hz,F4_Hz
pants,2.844755,892.0174949999999,1885.2346420000001,3025.659204,4340.307903
pants,2.851005,1596.641255,2411.7372800000003,3810.496264,4974.540892
pants,2.857255,553.900047,1872.208425,3297.033029,4661.983027
pants,2.863505,724.178273,1791.4375079999998,3008.318434,4430.415894
pants,2.869755,741.461208,1713.505236,2962.037436,4488.659834
pants,2.876005,722.406918,1851.1362510000001,3014.672304,4530.201596
pants,2.882255,759.858863,2079.8740589999998,3424.563780,4371.811941
pants,2.888505,823.672476,2022.00205,3329.947896,4337.657996
pants,2.894755,722.973806,1959.716793,3070.007641,4404.593850
pants,2.901005,725.1140429999999,1924.3080699999998,2992.796257,4540.851077
pants,2.907255,741.625556,1889.1510640000001,3002.153357,4623.767321
pants,2.913505,754.593501,1961.4769780000001,3066.140839,4604.848347
pants,2.919755,801.105871,1915.0995829999997,3141.238704,4486.711317
pants,2.926005,717.8258030000001,1902.8827190000002,3328.518153,4464.186943
pants,2.932255,601.3830320000001,1884.82818,3249.320715,4688.061256
pants,2.938505,700.812391,1832.8499989999998,3181.923320,4732.400076
pants,2.944755,1078.514181,1711.618354,3393.050943,4761.289052
pants,2.951005,755.481779,1651.569191,3046.177538,4588.347225
pants,2.957255,953.893868,1396.805683,2917.668822,4402.356887
pants,2.963505,983.1817890000001,1495.946751,3005.801326,4216.005075
pants,2.969755,1104.119072,1484.9368539999998,3033.586189,4222.755807
pants,2.976005,1111.2790619999998,2758.542491,4117.933082,5105.561371
pants,2.982255,381.79636400000004,1489.748242,2949.060390,4094.720778
look,2.994755,1186.89709,2496.7802699999997,2943.148906,4573.246218
look,3.001005,1203.466309,2634.0190350000003,2874.020591,4626.376676
look,3.007255,1187.913854,2693.635688,2778.034306,4694.574633
look,3.013505,542.4699,1802.18707,2829.0740140000003,4865.023512
look,3.019755,504.171792,1895.814667,2170.051198,3980.840444
look,3.026005,476.555871,1837.5558640000002,2701.444377,3605.747103
look,3.032255,430.58824400000003,1767.9405149999998,2911.933418,4808.836722999999
look,3.038505,524.274228,1812.732778,2910.972649,4250.785537
look,3.044755,570.9491780000001,1850.699112,2874.0520899999997,3940.388775
look,3.051005,548.699431,1868.911543,2563.260826,3860.4556810000004
look,3.057255,499.62281500000006,1780.2112170000003,2282.417229,3730.9556340000004
look,3.063505,492.611789,1803.171377,2861.5264429999997,4175.5156560000005
look,3.069755,422.75809000000004,1768.559906,2931.8962690000003,3929.288318
look,3.076005,468.29188600000003,1704.404652,2863.984404,4133.416193999999
look,3.082255,360.559963,1660.196342,2865.552761,4207.324723
look,3.088505,353.927557,1656.599256,2992.43195,4653.917085
look,3.094755,378.280137,1775.22824,3208.77046,4800.022668
look,3.101005,419.58424400000007,1669.641529,3086.9036079999996,4525.392473
look,3.107255,424.69833600000004,1625.947989,3013.286969,4146.5151829999995
look,3.113505,410.509348,1550.2642050000002,3049.9656489999998,4167.06693
look,3.119755,414.837289,1525.06373,3054.843277,4093.2985700000004
look,3.126005,408.171632,1505.555431,2978.282158,4124.387148
look,3.132255,403.2829,1531.534763,2928.2724190000004,4191.034592
look,3.138505,400.681161,1563.3207869999999,2911.250691,4071.5617979999997
look,3.144755,393.579207,1583.894128,2921.7765170000002,3986.981128
look,3.151005,392.66299,1558.1897720000002,2883.954812,3932.420161
look,3.157255,385.05904300000003,1536.515627,2867.569877,3983.598161
look,3.163505,384.417939,1538.674398,2860.622556,3961.0215799999996
look,3.169755,383.89814900000005,1594.8481960000001,2831.577598,3811.4588369999997
look,3.176005,384.836562,1648.920924,2830.110616,3821.033865
look,3.182255,395.99843599999997,1614.6187929999999,2563.677781,3871.757247
look,3.188505,399.83248599999996,1599.641058,2678.111529,3911.960947
look,3.194755,395.953032,1575.038238,2765.823698,3997.0719770000005
look,3.201005,393.80059500000004,1532.641562,2758.5524800000003,4015.415493
look,3.207255,391.263299,1470.440898,2750.1280239999996,3998.2269
look,3.213505,387.079546,1408.315413,2843.5567899999996,3936.280596
look,3.219755,384.630872,1370.285298,2856.774735,3903.60405
look,3.226005,389.435334,1335.695569,2892.927017,3805.8955159999996
look,3.232255,410.21335,1328.839034,2895.3510899999997,3713.502336
look,3.238505,398.969247,1366.686189,2891.814484,3843.989245
look,3.244755,390.005216,1492.899561,2847.060242,3878.992033
look,3.251005,393.777802,1560.105982,2755.4587,3880.493175
look,3.257255,398.206139,1530.1551060000002,2639.090626,3961.558214
look,3.263505,384.046237,1545.233966,2675.917941,3963.222848
look,3.269755,382.532686,1518.847006,2665.221578,4176.725886
look,3.276005,385.529137,1457.4460060000001,2640.807955,4085.3160310000003
look,3.282255,385.024817,1429.215694,2662.0884109999997,4181.0673289999995
look,3.2885050000000002,384.573456,1482.980542,2691.977007,4248.023292
look,3.2947550000000003,383.900785,1417.125137,2717.5615,4242.119133
look,3.3010050000000004,379.976373,1446.1209939999999,2770.2505920000003,4207.206059
look,3.3072550000000005,381.13151899999997,1477.844552,2749.419953,4197.075252000001
look,3.313505,388.347287,1480.4182640000001,2601.973818,4178.68721
look,3.3197550000000002,393.37003300000003,1395.524493,2637.097491,4166.8344560000005
look,3.3260050000000003,380.222967,1354.566234,2780.2779760000003,4235.491396
look,3.3322550000000004,384.605791,1413.649323,2824.757752,4135.355832
look,3.3385050000000005,390.535144,1461.4812550000001,2820.645947,4137.5022229999995
look,3.344755,368.18271699999997,1508.267714,2722.348357,4151.48016
look,3.3510050000000002,278.810336,1388.339075,2595.644288,4103.330994
look,3.3572550000000003,384.508985,1448.75239,2643.479132,3771.1737810000004
look,3.3635050000000004,393.247884,1465.144341,2699.8248280000003,4224.507788
look,3.3697550000000005,345.12996200000003,1482.15838,2748.645814,4183.276243
look,3.376005,1112.153268,2614.098848,3504.226476,4637.085995
great,3.3822550000000002,1031.326155,2203.698507,3276.740163,4351.171270
great,3.3885050000000003,1069.686215,2216.904544,3443.893249,4547.824498
great,3.3947550000000004,1051.390294,2265.344806,3650.692676,4753.233279
great,3.4010050000000005,1025.133117,2291.330825,3664.436936,4958.573204
great,3.407255,1161.71805,2327.495848,3719.887947,4832.975849
great,3.4135050000000002,1076.944373,2258.84036,3447.571995,4687.686122
great,3.4197550000000003,660.1996059999999,944.567429,2106.185120,3549.253050
great,3.4260050000000004,612.758044,839.6996119999999,1931.593245,3509.007242
great,3.4322550000000005,681.386037,767.600791,2063.214958,3501.991801
great,3.438505,616.873476,1129.157441,1976.212020,3436.059029
great,3.4447550000000002,588.127423,1203.5255869999999,2046.568956,3332.270259
great,3.4510050000000003,430.405078,1175.037247,2403.505849,3127.989933
great,3.4572550000000004,431.595099,1051.284042,1957.738968,3591.459107
great,3.4635050000000005,413.563989,1045.66146,2163.877037,4037.848535
great,3.469755,426.67738099999997,1063.932533,2240.248813,4206.221399
great,3.4760050000000002,444.85715999999996,1112.7264599999999,2204.637574,4071.741688
great,3.4822550000000003,458.052367,1160.300017,2082.699251,4128.935522
great,3.4885050000000004,472.013029,1211.338289,2115.087938,4061.774351
great,3.4947550000000005,487.928488,1292.704027,2104.113633,4014.941250
great,3.501005,503.479109,1493.487671,2227.508129,3989.881638
great,3.5072550000000002,510.25035099999997,1629.374014,2320.696563,3973.580171
great,3.5135050000000003,513.201991,1707.028239,2358.649992,3943.148889
great,3.5197550000000004,513.117614,1742.403321,2317.753509,3933.379551
great,3.5260050000000005,513.619588,1783.2164460000001,2342.599520,3930.475405
great,3.532255,524.9082900000001,1921.893341,2516.858418,3945.776894
great,3.5385050000000002,551.407911,2108.6788030000002,2609.548545,3938.136026
great,3.5447550000000003,526.369323,2239.9212829999997,2680.850717,3978.212060
great,3.5510050000000004,522.62417,2327.3164309999997,2807.882030,4002.200672
great,3.5572550000000005,500.953459,2432.198029,2842.697526,4003.990386
great,3.563505,489.072995,2509.741325,2769.308277,3996.480685
great,3.5697550000000002,482.26200700000004,2277.755386,2521.660036,4010.264140
great,3.5760050000000003,440.315571,2063.4389579999997,2700.928273,3712.350893
great,3.5822550000000004,427.98279800000006,1979.730668,2827.843345,3919.573483
great,3.5885050000000005,410.73905,1876.0030789999998,2874.131929,3964.933098
great,3.594755,380.888064,1977.103869,2908.857342,3869.075507
great,3.6010050000000002,379.145637,2113.752871,2914.103932,3910.515944
great,3.6072550000000003,408.38825099999997,2282.752696,2917.648374,3953.006065
great,3.6135050000000004,406.858316,2276.6122760000003,2908.292337,3912.007519
great,3.6197550000000005,400.466161,1594.868794,2914.866466,3835.808662
great,3.626005,395.11735699999997,2251.312231,2921.940177,3893.103443
great,3.6322550000000002,430.87393099999997,1300.459012,2944.631028,3882.490824
great,3.6385050000000003,411.472087,913.806803,2953.792208,3815.341772
great,3.6447550000000004,401.250078,1167.125088,2940.589664,3831.796899
great,3.6510050000000005,364.826815,1234.232929,2990.658758,3852.479392
great,3.657255,328.873465,1481.897207,2976.633630,3749.671570
great,3.6635050000000002,377.972267,1427.589268,3011.867077,3676.100955
great,3.6697550000000003,415.557551,1428.678054,3009.758415,3793.341930
great,3.6760050000000004,417.119436,1449.66468,2950.029821,3753.767462
great,3.6822550000000005,378.359819,1459.7964630000001,3042.595454,3858.887307
great,3.688505,311.553965,1456.967155,3051.623710,4030.789211
great,3.6947550000000002,352.897422,1447.56844,3035.815345,3849.371255
great,3.7010050000000003,399.611866,1525.406921,2900.535771,3931.486735
great,3.7072550000000004,450.159711,1401.8591390000001,2861.635717,4095.120605
great,3.7135050000000005,421.394554,1310.476952,2847.985722,3948.331714
great,3.719755,344.547058,1322.439134,2886.522881,3686.273667
great,3.7260050000000002,1108.215108,1882.3490789999998,3123.179303,4130.163304
great,3.7322550000000003,1166.886714,1230.3344140000002,3082.252874,4407.261078
great,3.7385050000000004,1444.715428,2910.840468,--undefined--,--undefined--
great,3.7447550000000005,1202.8784560000001,1468.0801279999998,2842.027273,4230.904065
great,3.751005,1409.63063,2809.027659,--undefined--,--undefined--
great,3.7572550000000002,1102.142215,1987.9283829999997,2893.331347,4223.243574
great,3.7635050000000003,1102.522017,1941.139461,2936.313193,4298.361752
great,3.7697550000000004,983.529734,1472.123485,2883.835572,4278.548613
great,3.7760050000000005,1471.2293960000002,2824.520305,--undefined--,--undefined--
great,3.782255,1203.869051,1644.291286,3050.220899,4269.001266
great,3.7885050000000002,1028.645432,1793.7931899999999,2991.370885,4267.839507
great,3.7947550000000003,1146.989267,1927.90648,3063.998164,4253.363701
great,3.8010050000000004,1171.227702,2251.387436,2972.026812,3938.776511
great,3.8072550000000005,1150.491791,1937.2696640000001,2989.279919,4461.322805
great,3.813505,701.130253,1982.7046719999998,2907.541780,4890.289300
great,3.8197550000000002,680.560472,2018.748239,2858.851486,4765.693589
great,3.8260050000000003,605.945467,1993.840434,3005.611277,4680.036224
great,3.8322550000000004,578.96611,1799.207473,2941.411607,4580.798598
great,3.8385050000000005,652.914261,1843.592872,2896.508941,4256.777839
great,3.844755,792.129517,2139.2107760000004,3127.662394,4836.569539
great,3.8510050000000002,983.5552220000001,2161.063846,3235.972732,4873.659268
great,3.8572550000000003,995.997781,2161.802143,3410.495619,4899.958581
great,3.8635050000000004,701.698978,2017.59729,3149.434443,4136.423833
great,3.8697550000000005,609.4642719999999,1979.637741,3149.470555,4505.437345
great,3.876005,683.572962,1939.957795,3023.859572,4407.043859
great,3.8822550000000002,716.2951820000001,2057.169109,2958.301744,4376.556262
great,3.8885050000000003,696.557241,2014.7195920000001,2988.379722,4274.986645
great,3.8947550000000004,733.867478,1926.0559239999998,3106.727377,4551.233515
great,3.9010050000000005,675.5451780000001,1931.502725,3127.599782,4527.344166
great,3.907255,576.572665,2006.352442,3148.277706,4628.060441
great,3.9135050000000002,600.474979,2017.9682739999998,3142.750849,4657.587653
great,3.9197550000000003,725.938364,2103.6373989999997,3060.344919,4805.798671
great,3.9260050000000004,570.137892,1914.761326,3034.218603,4699.109582
great,3.9322550000000005,560.305941,1940.5556370000002,2972.780877,4532.326294
great,3.938505,546.027998,1884.5603350000001,2951.610548,4487.178479
great,3.9447550000000002,555.659425,1928.727668,2963.367330,4461.364009
great,3.9510050000000003,595.946357,1964.449786,2960.743322,4454.671039
great,3.9572550000000004,639.079594,2003.465882,2926.280555,4412.875046
great,3.9635050000000005,642.790341,2083.786028,2932.053235,4428.870931
great,3.969755,679.961597,2071.119572,2905.193720,4252.872045
great,3.9760050000000002,667.529962,2004.8171940000002,2936.028091,4256.019647
great,3.9822550000000003,636.895471,2016.727279,2987.800803,4373.860824
great,3.9885050000000004,676.4802,1937.224275,2822.827691,4268.336237
great,3.9947550000000005,605.373555,1970.2745940000002,2973.027581,4396.011271
great,4.001005,598.001561,2031.2848350000002,2907.331097,4411.588530
great,4.007255000000001,672.8626879999999,2027.203929,2825.166162,4425.192320
great,4.013505,680.9955209999999,2018.8289109999998,2623.636317,4250.272254
great,4.019755,706.245459,2003.0528359999998,2505.008225,4280.919229
great,4.0260050000000005,677.309592,1936.4322,2769.139668,4388.688779
great,4.032255,692.9003690000001,1946.296775,2629.000593,4392.702649
great,4.038505000000001,668.442132,1956.4231719999998,2482.081538,4229.262980
great,4.044755,652.8175,1986.475413,2289.026697,4168.512449
great,4.051005,565.946612,1996.4223379999999,2827.633033,4366.178689
great,4.0572550000000005,884.993499,1994.918207,2923.375555,4387.669265
great,4.063505,843.981309,2076.9716789999998,2841.599322,4347.052797
great,4.069755000000001,799.522167,2072.898765,2958.842925,4367.221055
great,4.076005,861.4636830000001,2056.978397,2973.367891,4407.802545
great,4.082255,925.701108,2054.106576,3013.667802,4419.033513
great,4.0885050000000005,826.208162,2312.480782,2602.340351,4187.761308
great,4.094755,879.4933960000001,2021.861784,2973.161056,4214.462098
great,4.101005000000001,866.407642,1954.053521,3041.402964,4275.818462
great,4.107255,747.4540509999999,1963.6090190000002,3035.645669,4307.684695
great,4.113505,852.9424140000001,1794.4501850000001,2977.189102,4280.465494
great,4.1197550000000005,1216.7207859999999,1723.285852,3175.326047,4140.433818
great,4.126005,1218.076108,2598.239194,--undefined--,--undefined--
great,4.132255000000001,1197.68759,2523.584189,3834.545754,5283.231934
